,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
735575,1546,3952,4,991795647,M,25,4,22903,"Contender, The (2000)",Drama|Thriller,False
802838,563,2363,3,976045706,M,25,4,53703,Godzilla (Gojira) (1954),Action|Sci-Fi,False
451340,1447,317,2,981020999,M,18,4,80521,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,False
270157,3641,2723,3,966482723,M,25,0,92008,Mystery Men (1999),Action|Adventure|Comedy,False
801385,3471,1224,3,972122660,M,18,4,80302,Henry V (1989),Drama|War,False
133748,806,1198,4,975432770,M,35,0,34990,Raiders of the Lost Ark (1981),Action|Adventure,False
861180,4448,2097,5,965135039,M,25,14,06880,Something Wicked This Way Comes (1983),Children's|Horror,False
277437,934,3176,4,992025784,F,35,7,97401,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
239149,3315,47,5,967941532,M,25,12,78731,Seven (Se7en) (1995),Crime|Thriller,False
279308,1769,2734,3,974701544,M,25,17,75240,"Mosquito Coast, The (1986)",Drama,False
33777,3399,2294,4,967480644,M,25,4,14623,Antz (1998),Animation|Children's,False
114994,81,1084,5,977786203,F,25,0,60640,Bonnie and Clyde (1967),Crime|Drama,False
530777,5636,1215,4,958966588,M,25,7,98102,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
524532,575,3175,5,975988449,M,25,12,92130,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
689708,4318,1258,5,965380531,M,25,5,02891,"Shining, The (1980)",Horror,False
974152,169,3329,2,981934453,M,25,7,55439,"Year My Voice Broke, The (1987)",Drama,False
309254,149,24,4,989246719,M,25,1,29205,Powder (1995),Drama|Sci-Fi,False
900492,5653,522,2,988768467,M,50,1,74105,Romper Stomper (1992),Action|Drama,False
880457,955,2827,3,975132447,F,50,7,94941,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,False
120499,1737,1265,4,976059409,M,35,20,46614,Groundhog Day (1993),Comedy|Romance,False
67242,4582,2628,4,975515858,F,25,0,55408,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
482665,2015,277,2,974851556,M,18,4,01003,Miracle on 34th Street (1994),Drama,False
375864,2544,111,4,974049632,M,45,1,52001,Taxi Driver (1976),Drama|Thriller,False
470377,5163,339,1,961903933,M,45,6,53216,While You Were Sleeping (1995),Comedy|Romance,False
732223,1133,3435,4,974887014,M,18,2,90038,Double Indemnity (1944),Crime|Film-Noir,False
364071,549,230,4,976121192,M,25,6,53217,Dolores Claiborne (1994),Drama|Thriller,False
459922,4591,329,3,964326211,M,25,15,02143,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
880311,3118,3483,3,969404330,M,25,0,77025,"Road to El Dorado, The (2000)",Animation|Children's,False
412161,1908,1584,5,974698500,M,56,13,95129,Contact (1997),Drama|Sci-Fi,False
972520,1125,2996,4,1024248395,F,18,4,53715,Music of the Heart (1999),Drama,False
332042,1181,3524,3,975202743,M,35,7,20716,Arthur (1981),Comedy|Romance,False
155731,33,1090,3,978558041,M,45,3,55421,Platoon (1986),Drama|War,False
455017,3889,750,5,965798769,M,45,6,66203,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
630734,830,1428,4,975367833,M,35,7,60657,Angel Baby (1995),Drama,False
688003,3724,2990,4,966226903,M,35,6,77083,Licence to Kill (1989),Action,False
114321,1758,1408,4,974787085,F,25,0,33067-1400,"Last of the Mohicans, The (1992)",Action|Romance|War,False
807393,4277,3022,5,967619747,M,35,16,98133,"General, The (1927)",Comedy,False
442364,1303,2140,3,974838506,M,25,19,94111,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,False
929594,4318,502,2,965338639,M,25,5,02891,"Next Karate Kid, The (1994)",Action|Children's,False
275440,2679,3020,3,973439549,F,18,4,02143,Falling Down (1993),Action|Drama,False
176613,4448,1968,3,965133736,M,25,14,06880,"Breakfast Club, The (1985)",Comedy|Drama,False
857900,2777,379,3,973124481,M,18,4,95326,Timecop (1994),Action|Sci-Fi,False
351340,1105,474,4,974920868,M,35,6,48105,In the Line of Fire (1993),Action|Thriller,False
234499,1005,1250,4,979966838,M,35,11,08003,"Bridge on the River Kwai, The (1957)",Drama|War,False
994726,802,1440,3,975398419,M,25,16,22801,Amos & Andrew (1993),Comedy,False
131852,3189,1552,4,969860974,M,25,16,90292,Con Air (1997),Action|Adventure|Thriller,False
972299,1449,2898,1,976316278,M,35,20,17112,"Dark Half, The (1993)",Horror|Mystery,False
880205,5220,1011,3,961551631,M,25,7,91436,Herbie Rides Again (1974),Adventure|Children's|Comedy,False
593841,4033,2707,3,965526387,M,25,6,43551,Arlington Road (1999),Thriller,False
925922,1069,1187,4,974943370,M,25,20,98105,Passion Fish (1992),Drama,False
195024,3012,2167,5,970511689,M,25,12,78660,Blade (1998),Action|Adventure|Horror,False
811973,475,1235,3,976221995,F,25,2,55421,Harold and Maude (1971),Comedy,False
682836,4064,485,2,965481621,M,45,0,20851,Last Action Hero (1993),Action|Comedy,False
970654,1778,809,3,974749466,M,18,4,94704,Fled (1996),Action|Adventure,False
636752,2153,293,3,974625482,M,18,16,97405,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
894395,5077,1913,4,962566523,M,25,2,20037,Picnic at Hanging Rock (1975),Drama|Mystery,False
968475,4124,1581,3,965445483,M,25,18,62330-1408,Out to Sea (1997),Comedy,False
787123,5530,74,1,959996427,F,18,4,63141,Bed of Roses (1996),Drama|Romance,False
449450,4437,2657,1,965099262,F,35,5,47129,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
673449,5341,1033,3,960695148,F,25,3,85018,"Fox and the Hound, The (1981)",Animation|Children's,False
697183,2995,3208,3,970696489,M,25,15,97333,Loaded Weapon 1 (1993),Action|Comedy,False
878055,3841,1931,4,965995703,M,45,18,26101,Mutiny on the Bounty (1935),Adventure,False
112276,53,442,3,977976632,M,25,0,96931,Demolition Man (1993),Action|Sci-Fi,False
848274,1601,1616,4,978578574,M,25,12,83001,"Peacemaker, The (1997)",Action|Thriller|War,False
82442,1880,3035,4,975384889,M,35,0,91006,Mister Roberts (1955),Comedy|Drama|War,False
662181,570,2089,3,976000057,M,25,4,33314,"Rescuers Down Under, The (1990)",Animation|Children's,False
743825,5627,2259,2,959048772,M,25,0,07040,Blame It on Rio (1984),Comedy|Romance,False
19800,2529,3105,3,974058471,F,35,9,95903,Awakenings (1990),Drama,False
164258,3123,1527,5,969324317,M,25,2,90401,"Fifth Element, The (1997)",Action|Sci-Fi,False
66364,2047,2628,2,974664598,M,1,10,06437,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
806784,293,2065,5,976562234,M,56,1,55337-4056,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
427227,4543,1257,4,965109892,M,25,2,11105,Better Off Dead... (1985),Comedy,False
779647,4448,1100,3,966964648,M,25,14,06880,Days of Thunder (1990),Action|Romance,False
797091,4579,955,5,969751704,F,18,4,63332,Bringing Up Baby (1938),Comedy,False
131073,5556,1196,5,959442413,M,45,6,92103,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
31219,237,1721,5,976760645,M,25,6,46835,Titanic (1997),Drama|Romance,False
626569,4107,1179,4,965690670,F,25,0,23221,"Grifters, The (1990)",Crime|Drama|Film-Noir,False
435936,945,802,5,975162365,M,45,7,49345,Phenomenon (1996),Drama|Romance,False
255853,4607,1268,3,964307868,M,25,0,27403,Pump Up the Volume (1990),Drama,False
746595,4309,431,3,965722807,M,25,0,36301,Carlito's Way (1993),Crime|Drama,False
711366,1032,818,1,975000076,M,50,16,19425,"Very Brady Sequel, A (1996)",Comedy,False
5831,5786,2355,3,958145260,M,25,6,53211,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
662253,2145,2089,4,974630637,M,18,10,32750,"Rescuers Down Under, The (1990)",Animation|Children's,False
387617,355,2541,3,977032378,M,18,3,55107,Cruel Intentions (1999),Drama,False
800851,4446,1208,5,965093118,M,18,18,60435,Apocalypse Now (1979),Drama|War,False
301045,2168,1732,5,982358606,M,1,10,60202,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
537961,5978,1586,2,964182289,M,35,1,49307,G.I. Jane (1997),Action|Drama|War,False
280374,4669,2013,3,963801986,M,35,7,19004,"Poseidon Adventure, The (1972)",Action|Adventure,False
839055,5428,3060,3,960079877,F,25,6,28412,"Commitments, The (1991)",Comedy|Drama,False
647250,4972,3696,3,962606612,M,35,0,95118,Night of the Creeps (1986),Comedy|Horror|Sci-Fi,False
160414,1543,457,4,974742840,M,25,11,10549,"Fugitive, The (1993)",Action|Thriller,False
658213,5501,2143,2,959797962,M,25,2,33334,Legend (1985),Adventure|Fantasy|Romance,False
427990,6011,1831,4,956784051,M,35,15,80538,Lost in Space (1998),Action|Sci-Fi|Thriller,False
429576,5347,586,3,960667675,M,25,6,53705,Home Alone (1990),Children's|Comedy,False
210221,3824,2115,3,966539871,M,25,17,32308,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
908603,1087,3185,4,988652204,M,25,16,08826,Snow Falling on Cedars (1999),Drama,False
528972,3159,2012,3,968879330,F,25,15,15213,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
8747,4510,1287,3,964990792,M,45,7,92503,Ben-Hur (1959),Action|Adventure|Drama,False
368617,1835,741,4,974877100,M,25,19,11501,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,False
985349,3967,444,2,967553763,F,18,2,13603,Even Cowgirls Get the Blues (1993),Comedy|Romance,False
315991,2986,3499,4,971847546,M,25,4,24060,Misery (1990),Horror,False
416787,1273,1233,5,974815006,M,35,2,19123,"Boat, The (Das Boot) (1981)",Action|Drama|War,False
890367,3380,2349,3,967674216,M,50,0,20815,Mona Lisa (1986),Comedy|Thriller,False
885311,167,3509,1,977178436,F,25,11,10022,Black and White (1999),Drama,False
463309,881,830,3,975263547,M,18,14,76401,"First Wives Club, The (1996)",Comedy,False
356035,5353,1393,4,960616769,M,25,6,77030,Jerry Maguire (1996),Drama|Romance,False
404402,1899,1358,3,974693656,F,45,6,02135,Sling Blade (1996),Drama|Thriller,False
200644,157,733,4,977247613,M,35,16,12866,"Rock, The (1996)",Action|Adventure|Thriller,False
783530,3209,1556,1,968548108,M,25,0,21555,Speed 2: Cruise Control (1997),Action|Romance|Thriller,False
132711,2376,736,2,1025121121,M,25,1,13210,Twister (1996),Action|Adventure|Romance|Thriller,False
404393,1860,1358,3,975258427,M,56,16,94591,Sling Blade (1996),Drama|Thriller,False
509721,4675,2000,4,963900365,F,18,4,27514,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
435416,780,2137,4,975435972,M,25,17,91776,Charlotte's Web (1973),Animation|Children's,False
81454,442,3108,5,978732002,M,25,1,55105,"Fisher King, The (1991)",Comedy|Drama|Romance,False
8686,4049,1287,4,965497730,M,45,11,33133,Ben-Hur (1959),Action|Adventure|Drama,False
641963,5021,1206,5,962583891,M,50,6,90504,"Clockwork Orange, A (1971)",Sci-Fi,False
132894,3483,736,4,967919015,F,45,7,30260,Twister (1996),Action|Adventure|Romance|Thriller,False
896556,5269,18,3,966913336,M,18,0,37211,Four Rooms (1995),Thriller,False
547380,4167,2105,4,965334356,M,25,20,22032,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
386940,3075,2329,4,969904155,F,25,11,06107,American History X (1998),Drama,False
99178,4812,2278,5,962932149,M,18,14,25301,Ronin (1998),Action|Crime|Thriller,False
227139,3503,2987,5,967750095,M,18,4,59715,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
58637,4328,608,5,965244336,M,50,3,75650,Fargo (1996),Crime|Drama|Thriller,False
939573,1156,3824,4,974864572,F,50,2,33334,Autumn in New York (2000),Drama|Romance,False
200391,4644,1266,5,963977645,M,50,1,19481,Unforgiven (1992),Western,False
587206,5097,1263,5,962373382,M,56,16,19131,"Deer Hunter, The (1978)",Drama|War,False
742744,4653,3556,3,963939994,M,35,12,95051,"Virgin Suicides, The (1999)",Comedy|Drama,False
879821,5241,19,1,961440085,F,25,4,02138,Ace Ventura: When Nature Calls (1995),Comedy,False
100978,1746,3471,4,974703118,M,25,4,33157,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
292563,1457,16,4,983499406,M,25,1,95472,Casino (1995),Drama|Thriller,False
865388,1294,3873,5,974874498,F,50,20,11217,Cat Ballou (1965),Comedy|Western,False
32204,4062,1721,4,965481531,M,25,7,60559,Titanic (1997),Drama|Romance,False
97182,2489,110,3,974140838,F,35,9,37843,Braveheart (1995),Action|Drama|War,False
418639,4137,1307,4,965348444,M,25,7,91941,When Harry Met Sally... (1989),Comedy|Romance,False
389243,5812,1673,3,960877301,F,25,7,92120,Boogie Nights (1997),Drama,False
80012,5924,434,4,957291319,M,35,0,55417,Cliffhanger (1993),Action|Adventure|Crime,False
236103,3001,3793,5,971798796,M,18,4,94704,X-Men (2000),Action|Sci-Fi,False
648148,1264,707,1,974821543,M,25,1,53711,Mulholland Falls (1996),Crime|Film-Noir|Thriller,False
996186,1835,3442,2,974879616,M,25,19,11501,Band of the Hand (1986),Action,False
665660,4957,1876,3,962758622,M,25,2,48197,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller,False
702549,3999,2949,4,965572734,M,35,17,30701,Dr. No (1962),Action,False
63649,1887,648,3,974694308,M,56,15,92119,Mission: Impossible (1996),Action|Adventure|Mystery,False
169426,2873,498,1,972782881,F,18,4,64093,Mr. Jones (1993),Drama|Romance,False
142766,5543,2571,5,959509724,M,25,17,97401,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
284059,5717,1500,5,958756728,M,25,0,03766,Grosse Pointe Blank (1997),Comedy|Crime,False
611558,4305,70,4,967399741,F,45,17,27616,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
272820,2073,2580,3,974657809,F,18,4,13148,Go (1999),Crime,False
898732,1203,3571,3,974844410,F,25,1,06417,Time Code (2000),Drama,False
311991,5070,562,5,962468296,M,25,2,55344,Welcome to the Dollhouse (1995),Comedy|Drama,False
359354,2453,2702,3,974191708,M,25,7,55429,Summer of Sam (1999),Drama,False
485803,3005,3701,4,970569300,M,25,17,94133,Alien Nation (1988),Crime|Drama|Sci-Fi,False
210275,4064,2115,2,965478549,M,45,0,20851,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
457344,892,2662,5,975229456,M,35,0,76031,"War of the Worlds, The (1953)",Action|Sci-Fi|War,False
693008,19,2648,4,978555104,M,1,10,48073,Frankenstein (1931),Horror,False
496833,4294,1032,3,1006407026,M,1,10,75633,Alice in Wonderland (1951),Animation|Children's|Musical,False
926179,1741,692,3,974708764,M,35,7,91107,Solo (1996),Action|Sci-Fi|Thriller,False
839724,2244,2919,5,974598007,M,1,10,60565,Year of Living Dangerously (1982),Drama|Romance,False
198708,1722,1261,5,974704964,M,35,0,72058,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
603440,162,1608,4,977218718,F,18,4,93117,Air Force One (1997),Action|Thriller,False
732033,4510,3507,4,964987836,M,45,7,92503,"Odd Couple, The (1968)",Comedy,False
434746,4265,2133,4,965305942,M,25,12,03060,Adventures in Babysitting (1987),Adventure|Comedy,False
204492,3180,1304,4,968800463,M,25,14,07430,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
931112,412,3783,4,1002300441,M,35,15,55117,Croupier (1998),Crime|Drama,False
990052,4169,2545,4,982531651,M,50,0,66048,Relax... It's Just Sex (1998),Comedy,False
266307,3336,1704,3,967962593,M,35,17,93436,Good Will Hunting (1997),Drama,False
652303,4317,2985,4,965253704,F,35,14,60202,Robocop (1987),Action|Crime|Sci-Fi,False
270138,3540,2723,3,968955884,M,18,17,57106,Mystery Men (1999),Action|Adventure|Comedy,False
978798,1015,369,3,979454213,M,35,3,11220,Mrs. Parker and the Vicious Circle (1994),Drama,False
141576,2826,2571,3,973524583,M,35,12,10011,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
802955,3013,2363,2,970520720,M,45,17,97124,Godzilla (Gojira) (1954),Action|Sci-Fi,False
508271,3081,3812,4,969808823,M,25,7,77252,Everything You Always Wanted to Know About Sex (1972),Comedy,False
774847,5312,1888,1,965184376,M,25,1,10463,Hope Floats (1998),Comedy|Drama|Romance,False
25110,4408,1270,5,965155061,F,45,2,19033,Back to the Future (1985),Comedy|Sci-Fi,False
833085,475,2379,4,976221927,F,25,2,55421,Police Academy 2: Their First Assignment (1985),Comedy,False
988611,5367,2799,1,960505346,M,18,4,55344,Problem Child 2 (1991),Comedy,False
949742,4732,3806,3,963638123,M,25,14,24450,MacKenna's Gold (1969),Western,False
248363,3526,6,3,966906942,M,35,2,62263-3004,Heat (1995),Action|Crime|Thriller,False
510574,3044,2001,4,970212633,M,35,16,77301,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
666804,3422,2248,5,967359766,M,25,5,43221,Say Anything... (1989),Comedy|Drama|Romance,False
443043,2318,2072,2,974476632,M,56,7,48114,"'burbs, The (1989)",Comedy,False
16946,638,2791,5,975731561,M,25,6,77584,Airplane! (1980),Comedy,False
718030,2454,849,2,974182000,M,18,0,97005,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,False
114067,302,1408,2,976505392,M,18,4,04901,"Last of the Mohicans, The (1992)",Action|Romance|War,False
8717,4271,1287,3,965302577,M,35,7,83405,Ben-Hur (1959),Action|Adventure|Drama,False
575617,5659,999,3,958790615,M,25,0,20874,2 Days in the Valley (1996),Crime,False
868106,4543,1600,4,966031241,M,25,2,11105,She's So Lovely (1997),Drama|Romance,False
506169,5443,1129,5,959980390,M,25,12,01915,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
821352,6016,3546,3,956959151,M,45,1,37209,What Ever Happened to Baby Jane? (1962),Drama|Thriller,False
516256,2241,969,4,974596264,M,45,5,60647,"African Queen, The (1951)",Action|Adventure|Romance|War,False
829101,810,1300,4,975394127,M,25,12,98006,My Life as a Dog (Mitt liv som hund) (1985),Drama,False
677660,4312,466,1,965506775,M,25,18,78757,Hot Shots! Part Deux (1993),Action|Comedy|War,False
873516,1599,575,4,974824962,M,25,0,92646,"Little Rascals, The (1994)",Children's|Comedy,False
591139,4305,1982,4,965263646,F,45,17,27616,Halloween (1978),Horror,False
666016,4705,261,5,963671734,F,18,0,75115,Little Women (1994),Drama,False
654456,338,222,4,976346359,M,35,7,55116,Circle of Friends (1995),Drama|Romance,False
428300,1861,3363,5,974698277,M,50,16,92129,American Graffiti (1973),Comedy|Drama,False
435991,1694,802,3,974716497,M,25,12,98116,Phenomenon (1996),Drama|Romance,False
755956,1457,2144,5,983498737,M,25,1,95472,Sixteen Candles (1984),Comedy,False
937539,1635,2880,5,974716481,M,25,0,97212,Operation Condor 2 (Longxiong hudi) (1990),Action|Adventure|Comedy,False
109181,3696,2858,5,966302422,M,35,7,19149,American Beauty (1999),Comedy|Drama,False
679499,1543,546,3,974743505,M,25,11,10549,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,False
465947,3167,1292,5,968818359,M,25,2,77056,Being There (1979),Comedy,False
215075,3858,1214,3,965875813,F,45,9,63119,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
278932,5466,1719,4,959898467,M,25,12,98033,"Sweet Hereafter, The (1997)",Drama,False
3972,4829,3408,4,962920427,M,25,0,20008,Erin Brockovich (2000),Drama,False
671169,4285,3639,4,965282893,M,35,0,62704,"Man with the Golden Gun, The (1974)",Action,False
166076,5054,3418,4,962487117,M,35,2,20818,Thelma & Louise (1991),Action|Drama,False
293114,3007,2029,5,970540807,M,35,0,33174,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,False
722538,5636,3210,3,959052618,M,25,7,98102,Fast Times at Ridgemont High (1982),Comedy,False
93414,575,3255,4,975989135,M,25,12,92130,"League of Their Own, A (1992)",Comedy|Drama,False
445941,4854,1276,4,962831576,F,50,13,03851,Cool Hand Luke (1967),Comedy|Drama,False
202969,678,3552,4,989502948,M,25,0,34952,Caddyshack (1980),Comedy,False
957732,2177,2609,4,974613215,F,35,20,95451,"King of Masks, The (Bian Lian) (1996)",Drama,False
669166,3001,3705,3,970616105,M,18,4,94704,Bird on a Wire (1990),Action|Adventure|Romance|Thriller,False
343323,4704,912,4,963543898,M,18,20,02601,Casablanca (1942),Drama|Romance|War,False
154297,3491,21,3,967067360,M,25,16,28542,Get Shorty (1995),Action|Comedy|Drama,False
935648,2251,2347,4,974600309,M,35,14,60626,"Pope of Greenwich Village, The (1984)",Action,False
639510,1207,2288,2,974843809,M,50,0,43617,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,False
986804,1812,3851,5,976498766,F,25,12,48103,I'm the One That I Want (2000),Comedy,False
226701,1921,2987,5,974692375,M,56,12,92780,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
547519,5070,2105,4,962468732,M,25,2,55344,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
291118,1651,2890,2,1002181314,M,25,12,94520,Three Kings (1999),Drama|War,False
655139,3067,3877,2,970002652,F,25,0,02148,Supergirl (1984),Action|Adventure|Fantasy,False
278041,3538,3176,5,966883481,M,35,0,40504,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
96668,1389,110,5,974765600,M,25,17,19801,Braveheart (1995),Action|Drama|War,False
281782,1194,2599,4,1036309831,F,25,1,95617,Election (1999),Comedy,False
541717,3678,2968,4,967053562,M,25,0,06880,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
136275,844,593,4,975357032,M,25,0,92121,"Silence of the Lambs, The (1991)",Drama|Thriller,False
497388,4238,435,3,965312114,M,35,16,44691,Coneheads (1993),Comedy|Sci-Fi,False
388963,3999,1673,3,965578877,M,35,17,30701,Boogie Nights (1997),Drama,False
643970,4406,610,5,965156089,M,25,16,80013,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,False
337821,4619,838,4,968449673,F,25,1,97225,Emma (1996),Comedy|Drama|Romance,False
862191,3546,1983,2,966856274,M,25,20,41706,Halloween II (1981),Horror,False
807464,139,3028,3,977361327,F,25,20,45409,"Taming of the Shrew, The (1967)",Comedy,False
828652,5019,1086,3,986271619,M,25,7,10025,Dial M for Murder (1954),Mystery|Thriller,False
356622,2592,1682,2,973829540,M,50,7,80004-4448,"Truman Show, The (1998)",Drama,False
590099,1733,2694,3,984293221,M,18,14,43725,Big Daddy (1999),Comedy,False
376433,5165,111,5,961903977,M,35,6,91103,Taxi Driver (1976),Drama|Thriller,False
628638,3304,3503,2,968007521,F,45,5,92649,Solaris (Solyaris) (1972),Drama|Sci-Fi,False
480738,5011,1019,4,962587086,M,18,4,64154,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,False
569950,1842,2883,4,996424055,M,18,4,53190,Mumford (1999),Comedy,False
910390,5717,1951,2,958744406,M,25,0,03766,Oliver! (1968),Musical,False
641179,1297,1206,5,975102580,M,25,7,92109,"Clockwork Orange, A (1971)",Sci-Fi,False
238437,1266,3799,1,979227489,M,25,4,18104,Pokémon the Movie 2000 (2000),Animation|Children's,False
729109,181,2478,3,977089337,M,18,17,33186,Three Amigos! (1986),Comedy|Western,False
816046,3683,3504,3,966355617,M,25,2,30606,Network (1976),Comedy|Drama,False
665251,2163,1876,4,974615340,M,18,0,87122,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller,False
582924,5686,952,1,958688670,M,56,16,60610,Around the World in 80 Days (1956),Adventure|Comedy,False
221373,1694,3527,5,974716782,M,25,12,98116,Predator (1987),Action|Sci-Fi|Thriller,False
744925,2105,1965,5,974668543,M,25,1,24060,Repo Man (1984),Comedy|Sci-Fi,False
11807,2852,919,5,972507167,M,25,12,98037,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
547349,4007,2105,3,965547672,M,35,12,88005,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
15646,5239,2918,5,961442731,M,35,7,07043,Ferris Bueller's Day Off (1986),Comedy,False
813462,678,3159,4,1025130596,M,25,0,34952,Fantasia 2000 (1999),Animation|Children's|Musical,False
109842,4879,2858,5,962764087,M,25,3,60626,American Beauty (1999),Comedy|Drama,False
813769,4637,3159,3,964031046,F,35,9,48302,Fantasia 2000 (1999),Animation|Children's|Musical,False
145468,3436,2396,3,967328058,M,35,0,98503,Shakespeare in Love (1998),Comedy|Romance,False
990630,1077,1362,4,974998462,M,25,3,60660,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,False
950057,709,1993,3,975539943,M,18,0,92647,Child's Play 3 (1992),Horror,False
43313,4946,1,4,962642234,F,35,1,91106,Toy Story (1995),Animation|Children's|Comedy,False
679136,531,616,3,979155700,F,18,14,22206,"Aristocats, The (1970)",Animation|Children's,False
600236,2629,762,2,973626998,M,25,11,15237,Striptease (1996),Comedy|Crime,False
608046,1556,2273,4,974740976,M,18,4,48073,Rush Hour (1998),Action|Thriller,False
681863,929,3698,4,975191355,M,25,15,53706,"Running Man, The (1987)",Action|Adventure|Sci-Fi,False
79654,2907,434,5,971842825,F,35,5,12345,Cliffhanger (1993),Action|Adventure|Crime,False
422841,1639,2125,3,975141706,M,25,17,95405,Ever After: A Cinderella Story (1998),Drama|Romance,False
128242,5623,590,5,959094639,M,25,11,84109,Dances with Wolves (1990),Adventure|Drama|Western,False
249256,3551,3006,4,966823626,F,56,0,98374,"Insider, The (1999)",Drama,False
749844,4068,1212,4,965456981,M,56,3,89185,"Third Man, The (1949)",Mystery|Thriller,False
745516,1969,2409,1,975811170,F,25,3,92116,Rocky II (1979),Action|Drama,False
471339,4517,1371,1,964855491,F,18,1,48067,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
305197,2825,1594,4,972610724,F,25,20,94014,In the Company of Men (1997),Drama,False
444551,36,2078,4,978063471,M,25,3,94123,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,False
108502,2465,2858,4,974223954,M,50,6,44333,American Beauty (1999),Comedy|Drama,False
245084,4946,1617,5,962642861,F,35,1,91106,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
602990,5593,2764,4,959227712,M,50,16,90210,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller,False
354285,2969,2336,4,982860433,M,25,7,06851,Elizabeth (1998),Drama,False
11069,109,919,4,977517677,M,45,15,92028,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
117829,2688,480,3,978835098,M,25,17,54915,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
323040,1758,36,5,974784614,F,25,0,33067-1400,Dead Man Walking (1995),Drama,False
626316,2380,1179,1,974331198,M,25,4,22903,"Grifters, The (1990)",Crime|Drama|Film-Noir,False
268112,2656,2291,3,973530219,M,56,13,32837,Edward Scissorhands (1990),Drama|Romance,False
884810,4344,1054,4,966267724,M,25,1,44240,Get on the Bus (1996),Drama,False
698792,2105,3082,3,974665273,M,25,1,24060,"World Is Not Enough, The (1999)",Action|Thriller,False
269348,346,1279,4,976334941,F,25,0,55110,Night on Earth (1991),Comedy|Drama,False
768310,123,2146,4,977527934,M,35,9,67208,St. Elmo's Fire (1985),Drama|Romance,False
493753,1853,2407,3,975020094,M,50,0,90803,Cocoon (1985),Comedy|Sci-Fi,False
383512,3453,2688,3,971324867,M,35,7,07981,"General's Daughter, The (1999)",Drama|Thriller,False
569092,1124,441,3,974909280,M,25,2,60156,Dazed and Confused (1993),Comedy,False
